"Year","Month","Symbol","Volume","MonthlyReturns"
"2017","02","AE",4963.15789473684,0.0451612903225806
"2017","03","AE",4178.26086956522,-0.0777778154538001
"2017","04","AE",6431.57894736842,0.0875502166360027
"2017","05","AE",5590.90909090909,-0.0184638114160875
"2017","06","AE",7563.63636363636,0.0303487065860506
"2017","07","AE",1655,-0.0752190850744312
"2017","08","AE",4643.47826086957,-0.0873915073134441
"2017","09","AE",4725,0.19700035165195
"2017","10","AE",4072.72727272727,0.0346987620893731
"2017","11","AE",5323.80952380952,0.104098774188659
"2017","12","AE",5530,-0.0824720493565987
"2018","01","AE",5995.2380952381,0.0229885057471264
"2018","02","AE",8115.78947368421,-0.112359550561798
"2018","03","AE",8961.90476190476,0.10126582278481
"2018","04","AE",5200,0.0528735456795528
"2018","05","AE",6586.36363636364,-0.0355895435648014
"2018","06","AE",9876.19047619048,-0.0264885265439723
"2018","07","AE",8885.71428571429,-0.0697674418604651
"2018","08","AE",5443.47826086957,0.147500038146973
"2018","09","AE",6636.84210526316,-0.0749455844672846
"2018","10","AE",6004.34782608696,-0.044983511271685
"2018","11","AE",7047.61904761905,-0.00123302683110416
"2018","12","AE",5052.63157894737,-0.0441975534698109
"2019","01","AE",3909.52380952381,0.0237665204185347
"2019","02","AE",3973.68421052632,0.00277569032013125
"2019","03","AE",3238.09523809524,-0.0171112299057662
"2019","04","AE",4419.04761904762,-0.0745007615233201
"2019","05","AE",6718.18181818182,-0.0580913471695158
"2019","06","AE",28565,0.00675475910102197
"2019","07","AE",6763.63636363636,-0.0481329571160354
"2019","08","AE",4500,-0.0594545041542555
"2019","09","AE",7925,0.010100992523554
"2019","10","AE",3886.95652173913,-0.032258064516129
"2019","11","AE",5625,0.0713333129882812
"2019","12","AE",12495.2380952381,0.184505302358086
"2015","01","AEM",3677825,0.248888934100116
"2015","02","AEM",2560268.42105263,-0.0465598943650181
"2015","03","AEM",2213513.63636364,-0.130948702706358
"2015","04","AEM",2106771.42857143,0.0844666663526437
"2015","05","AEM",2054380,0.0617161379198166
"2015","06","AEM",1621468.18181818,-0.118122398072754
"2015","07","AEM",2785881.81818182,-0.219950704754206
"2015","08","AEM",3969952.38095238,0.106190712633914
"2015","09","AEM",3757480.95238095,0.0343137323650111
"2015","10","AEM",3449222.72727273,0.117298627823848
"2015","11","AEM",2278370,-0.0650406536953479
"2015","12","AEM",2057377.27272727,-0.00642722387109118
"2016","01","AEM",2994836.84210526,0.120243522254469
"2016","02","AEM",3523490,0.195652178138325
"2016","03","AEM",2935586.36363636,0.0272727006723079
"2016","04","AEM",2420871.42857143,0.305586263376364
"2016","05","AEM",2772614.28571429,-0.0485066926485183
"2016","06","AEM",2533700,0.191006281852129
"2016","07","AEM",1938785,0.0867289605541763
"2016","08","AEM",1596617.39130435,-0.128826933993795
"2016","09","AEM",2013447.61904762,0.069693952081981
"2016","10","AEM",2030642.85714286,-0.0623846631428008
"2016","11","AEM",2304561.9047619,-0.191929136740754
"2016","12","AEM",1982842.85714286,0.023142528150933
"2017","01","AEM",1804740,0.135714303879511
"2017","02","AEM",1707647.36842105,-0.110901484924869
"2017","03","AEM",1849904.34782609,0.000707351553992153
